,DPTR_TM1,DPTR_TM2,DPTR_TM3,DPTR_TM4,DPTR_TM5,DPTR_TM6,DPTR_TM7,DPTR_TM8,ARRV_TM1,ARRV_TM2,ARRV_TM3,ARRV_TM4,ARRV_TM5,ARRV_TM6,ARRV_TM7,ARRV_TM8,FLT_DATE1,FLT_DATE2,FLT_DATE3,FLT_DATE4,FLT_DATE5,FLT_DATE6,FLT_DATE7,FLT_DATE8,ORAC1,ORAC2,ORAC3,ORAC4,ORAC5,ORAC6,ORAC7,ORAC8,DSTC1,DSTC2,DSTC3,DSTC4,DSTC5,DSTC6,DSTC7,DSTC8,MCAR1,MCAR2,MCAR3,MCAR4,MCAR5,MCAR6,MCAR7,MCAR8,MFTN1,MFTN2,MFTN3,MFTN4,MFTN5,MFTN6,MFTN7,MFTN8
0,11:50,14:40,,19:40,12:25,,,,13:15,19:04,,10:40,14:15,,,,2019-04-14,2019-04-14,2019-04-14,2019-04-25,2019-04-26,2019-04-26,2019-04-26,2019-04-26,CPH,AMS,MCO,MIA,CDG,,,,AMS,MCO,MIA,CDG,CPH,,,,DL,DL,,DL,DL,,,,9435,127,VOID,8345,8426,,,
1,11:50,14:40,,19:40,12:25,,,,13:15,19:04,,10:40,14:15,,,,2019-04-14,2019-04-14,2019-04-14,2019-04-25,2019-04-26,2019-04-26,2019-04-26,2019-04-26,CPH,AMS,MCO,MIA,CDG,,,,AMS,MCO,MIA,CDG,CPH,,,,DL,DL,,DL,DL,,,,9435,127,VOID,8345,8426,,,
2,11:50,14:40,,19:40,12:25,,,,13:15,19:04,,10:40,14:15,,,,2019-04-14,2019-04-14,2019-04-14,2019-04-25,2019-04-26,2019-04-26,2019-04-26,2019-04-26,CPH,AMS,MCO,MIA,CDG,,,,AMS,MCO,MIA,CDG,CPH,,,,DL,DL,,DL,DL,,,,9435,127,VOID,8345,8426,,,
3,11:50,14:40,,19:40,12:25,,,,13:15,19:04,,10:40,14:15,,,,2019-04-14,2019-04-14,2019-04-14,2019-04-25,2019-04-26,2019-04-26,2019-04-26,2019-04-26,CPH,AMS,MCO,MIA,CDG,,,,AMS,MCO,MIA,CDG,CPH,,,,DL,DL,,DL,DL,,,,9435,127,VOID,8345,8426,,,
4,11:50,14:40,,19:40,12:25,,,,13:15,19:04,,10:40,14:15,,,,2019-04-14,2019-04-14,2019-04-14,2019-04-25,2019-04-26,2019-04-26,2019-04-26,2019-04-26,CPH,AMS,MCO,MIA,CDG,,,,AMS,MCO,MIA,CDG,CPH,,,,DL,DL,,DL,DL,,,,9435,127,VOID,8345,8426,,,
5,6:40,15:20,20:43,13:20,17:35,10:00,,,9:20,19:11,21:29,15:57,7:55,12:20,,,2018-07-13,2018-07-13,2018-07-13,2019-01-10,2019-01-10,2019-01-11,2019-01-11,2019-01-11,BEG,CDG,ATL,STL,ATL,CDG,,,CDG,ATL,STL,ATL,CDG,BEG,,,JU,AF,DL,DL,AF,JU,,,310,8984,1869,1423,0681,0311,VOID,VOID
6,14:20,17:50,12:05,6:45,12:50,,,,15:35,9:50,18:45,8:00,14:35,,,,2018-09-04,2018-09-04,2018-09-26,2018-09-27,2018-09-27,2018-09-27,2018-09-27,2018-09-27,BLL,AMS,BKK,AMS,CDG,,,,AMS,BKK,AMS,CDG,BLL,,,,KL,KL,AF,AF,AF,,,,1346,875,8273,8223,1264,VOID,VOID,VOID
7,14:20,17:50,12:05,6:45,12:50,,,,15:35,9:50,18:45,8:00,14:35,,,,2018-09-04,2018-09-04,2018-09-26,2018-09-27,2018-09-27,2018-09-27,2018-09-27,2018-09-27,BLL,AMS,BKK,AMS,CDG,,,,AMS,BKK,AMS,CDG,BLL,,,,KL,KL,AF,AF,AF,,,,1346,875,8273,8223,1264,VOID,VOID,VOID
8,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,AF,AF,,9362,9380,VOID,1283,1150,69,1050,VOID
9,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,AF,AF,,9362,9380,VOID,1283,1150,69,1050,VOID
10,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,AF,AF,,9362,9380,VOID,1283,1150,69,1050,VOID
11,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
12,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
13,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
14,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
15,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
16,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
17,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
18,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
19,6:00,9:50,,8:25,7:25,18:00,16:40,,7:25,11:45,,11:20,15:50,13:50,18:30,,2018-07-03,2018-07-03,2018-07-03,2018-07-15,2018-07-24,2018-07-24,2018-07-25,2018-07-25,CPH,AMS,SFO,LAX,HNL,LAX,CDG,,AMS,SFO,LAX,HNL,LAX,CDG,CPH,,DL,DL,,DL,DL,DL,DL,,9362,9380,VOID,1283,1150,8549,8428,
20,5:45,9:05,13:10,15:20,9:55,17:59,18:30,22:10,7:05,11:05,14:15,18:20,16:54,8:05,20:20,23:25,2018-07-11,2018-07-11,2018-07-11,2018-07-11,2018-08-21,2018-08-21,2018-08-22,2018-08-22,SKP,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,SKP,OU,OU,DL,DL,DL,DL,OU,OU,367,0470,8401,1870,1921,0098,0471,0366
21,5:45,9:05,13:10,15:20,9:55,17:59,18:30,22:10,7:05,11:05,14:15,18:20,16:54,8:05,20:20,23:25,2018-07-11,2018-07-11,2018-07-11,2018-07-11,2018-08-21,2018-08-21,2018-08-22,2018-08-22,SKP,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,SKP,OU,OU,DL,DL,DL,DL,OU,OU,367,0470,8401,1870,1921,0098,0471,0366
22,5:45,9:05,13:10,15:20,9:55,17:59,18:30,22:10,7:05,11:05,14:15,18:20,16:54,8:05,20:20,23:25,2018-07-11,2018-07-11,2018-07-11,2018-07-11,2018-08-21,2018-08-21,2018-08-22,2018-08-22,SKP,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,SKP,OU,OU,DL,DL,DL,DL,OU,OU,367,0470,8401,1870,1921,0098,0471,0366
23,5:45,9:05,13:10,15:20,9:55,17:59,18:30,22:10,7:05,11:05,14:15,18:20,16:54,8:05,20:20,23:25,2018-07-11,2018-07-11,2018-07-11,2018-07-11,2018-08-21,2018-08-21,2018-08-22,2018-08-22,SKP,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,ZAG,CDG,SEA,PHX,DTW,CDG,ZAG,SKP,OU,OU,DL,DL,DL,DL,OU,OU,367,0470,8401,1870,1921,0098,0471,0366
24,23:55,,11:54,,17:15,9:50,,,5:11,,15:00,,7:40,15:20,,,2018-06-21,2018-06-21,2018-06-27,2018-06-27,2018-07-08,2018-07-09,2018-07-09,2018-07-09,TLV,,LGA,,ATL,CDG,,,JFK,,MCO,,CDG,TLV,,,DL,,DL,,AF,AF,,,467,VOID,1301,VOID,0681,1620,VOID,VOID
25,16:05,20:45,14:40,15:00,9:45,,,,19:15,21:35,15:50,16:15,14:35,,,,2018-06-11,2018-06-11,2018-06-13,2018-06-14,2018-06-15,2018-06-15,2018-06-15,2018-06-15,TLV,ZRH,GVA,CDG,ZRH,,,,ZRH,GVA,CDG,ZRH,TLV,,,,LX,LX,LX,LX,LX,,,,253,2816,4610,639,252,,,
26,21:35,2:10,10:25,13:30,11:35,2:05,,,0:15,8:15,11:20,8:15,0:50,4:35,,,2018-06-26,2018-06-27,2018-06-27,2018-12-07,2018-12-08,2018-12-09,2018-12-09,2018-12-09,CMB,BOM,CDG,YVR,CDG,BOM,,,BOM,CDG,YVR,CDG,BOM,CMB,,,KL,KL,KL,KL,KL,KL,,,3700,3656,2219,2442,3655,3699,VOID,VOID
27,21:35,2:10,10:25,13:25,11:35,2:05,,,0:15,8:15,11:20,8:15,0:10,4:35,,,2018-06-26,2018-06-27,2018-06-27,2018-10-26,2018-10-27,2018-10-28,2018-10-28,2018-10-28,CMB,BOM,CDG,YVR,CDG,BOM,,,BOM,CDG,YVR,CDG,BOM,CMB,,,KL,KL,KL,KL,KL,KL,,,3700,3656,2219,2442,3655,3699,VOID,VOID
28,0:40,9:25,,15:50,20:50,,,,7:35,9:25,,18:05,15:45,,,,2018-06-15,2018-06-15,2018-06-15,2018-07-15,2018-07-15,2018-07-15,2018-07-15,2018-07-15,SIN,AMS,,LHR,CDG,,,,AMS,HUY,,CDG,SIN,,,,KL,KL,,AF,AF,,,,836,1485,VOID,1781,0256,VOID,VOID,VOID
29,10:25,13:25,,13:20,17:50,,,,11:55,17:30,,16:00,8:50,,,,2018-12-14,2018-12-14,2018-12-14,2018-12-24,2018-12-24,2018-12-24,2018-12-24,2018-12-24,FRA,CDG,MIA,CUN,ATL,,,,CDG,MIA,CUN,ATL,FRA,,,,DL,DL,//,DL,DL,,,,8357,8348,VOID,532,14,,,
30,10:25,13:25,,13:20,17:50,,,,11:55,17:30,,16:00,8:50,,,,2018-12-14,2018-12-14,2018-12-14,2018-12-24,2018-12-24,2018-12-24,2018-12-24,2018-12-24,FRA,CDG,MIA,CUN,ATL,,,,CDG,MIA,CUN,ATL,FRA,,,,DL,DL,//,DL,DL,,,,8357,8348,VOID,532,14,,,
31,6:10,10:20,17:15,20:45,12:00,11:45,,,9:10,11:40,20:12,6:12,8:00,16:00,,,2018-08-11,2018-08-11,2018-08-11,2018-09-01,2018-09-02,2018-09-03,2018-09-03,2018-09-03,SVO,CDG,SEA,HNL,LAX,AMS,,,CDG,SEA,HNL,LAX,AMS,SVO,,,DL,DL,DL,DL,DL,DL,,,8278,0035,2215,1212,0078,9650,VOID,VOID
32,6:10,10:20,17:15,20:45,12:00,11:45,,,9:10,11:40,20:12,6:12,8:00,16:00,,,2018-08-11,2018-08-11,2018-08-11,2018-09-01,2018-09-02,2018-09-03,2018-09-03,2018-09-03,SVO,CDG,SEA,HNL,LAX,AMS,,,CDG,SEA,HNL,LAX,AMS,SVO,,,DL,DL,DL,DL,DL,DL,,,8278,0035,2215,1212,0078,9650,VOID,VOID
33,6:10,10:20,17:15,20:45,12:00,11:45,,,9:10,11:40,20:12,6:12,8:00,16:00,,,2018-08-11,2018-08-11,2018-08-11,2018-09-01,2018-09-02,2018-09-03,2018-09-03,2018-09-03,SVO,CDG,SEA,HNL,LAX,AMS,,,CDG,SEA,HNL,LAX,AMS,SVO,,,DL,DL,DL,DL,DL,DL,,,8278,0035,2215,1212,0078,9650,VOID,VOID
34,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
35,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
36,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
37,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
38,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
39,1:25,10:50,16:12,,21:05,15:45,,,5:30,14:15,16:58,,10:55,21:25,,,2018-08-08,2018-08-08,2018-08-08,2018-08-08,2018-09-02,2018-09-03,2018-09-03,2018-09-03,AMM,CDG,ATL,STL,DTW,CDG,,,CDG,ATL,STL,DTW,CDG,AMM,,,AF,DL,DL,,DL,DL,,,487,8504,1199,VOID,8573,8438,,
40,19:55,8:25,11:00,17:00,9:30,14:45,23:20,,6:16,10:30,14:30,8:15,13:15,17:05,9:55,,2018-06-11,2018-06-12,2018-07-07,2018-07-07,2018-07-08,2018-07-12,2018-07-12,2018-07-12,JNB,ATL,SLC,MSP,AMS,KBP,CDG,,ATL,SLC,MSP,AMS,KBP,CDG,JNB,,DL,DL,DL,DL,DL,AF,AF,,201,1108,2970,0160,9623,1753,0990,VOID
41,18:50,13:50,13:35,16:56,10:35,,,,5:40,16:10,15:26,5:50,21:15,,,,2018-07-06,2018-07-07,2018-07-13,2018-07-13,2018-07-14,2018-07-14,2018-07-14,2018-07-14,JNB,CDG,YYZ,BOS,AMS,,,,CDG,YYZ,BOS,AMS,JNB,,,,DL,DL,DL,DL,DL,,,,8513,8616,7224,0256,9600,VOID,VOID,VOID
42,18:50,10:20,16:15,,13:40,18:20,10:35,,5:40,12:46,19:30,,16:24,8:10,21:15,,2018-06-08,2018-06-09,2018-06-09,2018-06-09,2018-07-06,2018-07-06,2018-07-07,2018-07-07,JNB,CDG,JFK,,MCO,DTW,AMS,,CDG,JFK,CUN,,DTW,AMS,JNB,,DL,DL,DL,,DL,DL,DL,,8513,0405,0488,VOID,1424,0134,9600,VOID
43,18:50,10:20,16:15,,13:40,18:20,10:35,,5:40,12:46,19:30,,16:24,8:10,21:15,,2018-06-08,2018-06-09,2018-06-09,2018-06-09,2018-07-06,2018-07-06,2018-07-07,2018-07-07,JNB,CDG,JFK,,MCO,DTW,AMS,,CDG,JFK,CUN,,DTW,AMS,JNB,,DL,DL,DL,,DL,DL,DL,,8513,0405,0488,VOID,1424,0134,9600,VOID
44,18:50,10:20,16:15,,13:40,18:20,10:35,,5:40,12:46,19:30,,16:24,8:10,21:15,,2018-06-08,2018-06-09,2018-06-09,2018-06-09,2018-07-06,2018-07-06,2018-07-07,2018-07-07,JNB,CDG,JFK,,MCO,DTW,AMS,,CDG,JFK,CUN,,DTW,AMS,JNB,,DL,DL,DL,,DL,DL,DL,,8513,0405,0488,VOID,1424,0134,9600,VOID
45,18:50,10:20,16:15,,13:40,18:20,10:35,,5:40,12:46,19:30,,16:24,8:10,21:15,,2018-06-08,2018-06-09,2018-06-09,2018-06-09,2018-07-06,2018-07-06,2018-07-07,2018-07-07,JNB,CDG,JFK,,MCO,DTW,AMS,,CDG,JFK,CUN,,DTW,AMS,JNB,,DL,DL,DL,,DL,DL,DL,,8513,0405,0488,VOID,1424,0134,9600,VOID
46,18:50,10:20,16:15,,13:40,18:20,10:35,,5:40,12:46,19:30,,16:24,8:10,21:15,,2018-06-08,2018-06-09,2018-06-09,2018-06-09,2018-07-06,2018-07-06,2018-07-07,2018-07-07,JNB,CDG,JFK,,MCO,DTW,AMS,,CDG,JFK,CUN,,DTW,AMS,JNB,,DL,DL,DL,,DL,DL,DL,,8513,0405,0488,VOID,1424,0134,9600,VOID
47,2:10,10:15,13:59,17:15,11:30,,,,8:15,13:07,15:55,7:40,0:05,,,,2018-06-20,2018-06-20,2018-07-11,2018-07-11,2018-07-12,2018-07-12,2018-07-12,2018-07-12,BOM,CDG,DTW,ATL,CDG,,,,CDG,DTW,ATL,CDG,BOM,,,,DL,DL,DL,DL,DL,,,,7576,0097,0325,8517,8705,VOID,VOID,VOID
48,2:10,10:15,13:59,17:15,11:30,,,,8:15,13:07,15:55,7:40,0:05,,,,2018-06-20,2018-06-20,2018-07-11,2018-07-11,2018-07-12,2018-07-12,2018-07-12,2018-07-12,BOM,CDG,DTW,ATL,CDG,,,,CDG,DTW,ATL,CDG,BOM,,,,DL,DL,DL,DL,DL,,,,7576,0097,0325,8517,8705,VOID,VOID,VOID
49,6:10,10:15,16:05,15:38,17:59,9:50,,,8:35,13:08,17:17,16:44,8:05,13:55,,,2018-07-15,2018-07-15,2018-07-15,2018-08-06,2018-08-06,2018-08-07,2018-08-07,2018-08-07,KBP,CDG,DTW,TVC,DTW,CDG,,,CDG,DTW,TVC,DTW,CDG,KBP,,,AF,DL,DL,DL,DL,AF,,,1653,0097,3291,0423,0098,1752,VOID,VOID
50,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
51,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
52,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
53,23:00,13:25,18:15,9:20,6:20,10:40,,,6:10,15:50,7:45,11:40,8:50,15:45,,,2018-06-09,2018-06-10,2018-06-16,2018-06-17,2018-06-24,2018-06-24,2018-06-24,2018-06-24,ABV,CDG,IAD,CDG,OSL,CDG,,,CDG,IAD,CDG,OSL,CDG,ABV,,,DL,DL,DL,DL,AF,AF,,,8727,8496,8631,8545,1275,514,,
54,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
55,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
56,23:00,10:20,15:27,7:45,17:15,10:40,,,6:10,12:50,16:12,15:12,7:40,15:45,,,2018-09-07,2018-09-08,2018-09-08,2018-09-30,2018-09-30,2018-10-01,2018-10-01,2018-10-01,ABV,CDG,LAX,SAN,ATL,CDG,,,CDG,LAX,SAN,ATL,CDG,ABV,,,DL,DL,DL,DL,DL,DL,,,8727,8395,5811,2317,8517,8726,VOID,VOID
57,23:00,9:15,10:40,19:40,10:40,,,,6:10,11:20,15:50,10:40,15:45,,,,2018-06-22,2018-06-23,2018-07-18,2018-08-03,2018-08-05,2018-08-05,2018-08-05,2018-08-05,ABV,CDG,FCO,MIA,CDG,,,,CDG,FCO,MIA,CDG,ABV,,,,AF,AF,DL,DL,DL,,,,513,1504,6598,8345,8726,VOID,VOID,VOID
58,23:00,9:15,10:40,19:40,10:40,,,,6:10,11:20,15:50,10:40,15:45,,,,2018-07-04,2018-07-05,2018-07-18,2018-08-03,2018-08-05,2018-08-05,2018-08-05,2018-08-05,ABV,CDG,FCO,MIA,CDG,,,,CDG,FCO,MIA,CDG,ABV,,,,AF,AF,DL,DL,DL,,,,513,1504,6598,8345,8726,VOID,VOID,VOID
59,23:00,9:15,10:40,19:40,10:40,,,,6:10,11:20,15:50,10:40,15:45,,,,2018-07-04,2018-07-05,2018-07-18,2018-08-03,2018-08-05,2018-08-05,2018-08-05,2018-08-05,ABV,CDG,FCO,MIA,CDG,,,,CDG,FCO,MIA,CDG,ABV,,,,AF,AF,DL,DL,DL,,,,513,1504,6598,8345,8726,VOID,VOID,VOID
60,23:00,9:15,10:40,19:40,10:40,,,,6:10,11:20,15:50,10:40,15:45,,,,2018-07-04,2018-07-05,2018-07-18,2018-08-03,2018-08-05,2018-08-05,2018-08-05,2018-08-05,ABV,CDG,FCO,MIA,CDG,,,,CDG,FCO,MIA,CDG,ABV,,,,AF,AF,DL,DL,DL,,,,513,1504,6598,8345,8726,VOID,VOID,VOID
61,23:00,13:50,12:05,16:20,,15:45,10:40,,6:10,16:10,14:26,17:40,,8:15,15:45,,2018-06-24,2018-06-25,2018-07-08,2018-07-08,2018-07-08,2018-07-30,2018-07-31,2018-07-31,ABV,CDG,YYZ,ATL,,IAH,CDG,,CDG,YYZ,ATL,DFW,,CDG,ABV,,AF,AF,DL,DL,,AF,AF,,513,0356,2526,1810,VOID,0639,0514,VOID
62,23:00,10:20,14:53,19:10,10:40,,,,6:10,12:46,16:25,8:00,15:45,,,,2018-06-10,2018-06-11,2018-06-11,2018-09-23,2018-09-24,2018-09-24,2018-09-24,2018-09-24,ABV,CDG,JFK,BOS,CDG,,,,CDG,JFK,BOS,CDG,ABV,,,,AF,AF,AF,AF,AF,,,,513,3628,2554,333,514,,,
63,0:40,9:10,15:50,19:40,22:15,14:25,,,6:00,12:55,17:21,22:38,11:35,22:55,,,2018-09-05,2018-09-05,2018-09-05,2018-09-10,2018-09-11,2018-09-12,2018-09-12,2018-09-12,DXB,CDG,ATL,MCO,JFK,AMS,,,CDG,ATL,MCO,JFK,AMS,DXB,,,DL,DL,DL,DL,DL,DL,,,8627,0083,1110,2601,9392,9320,VOID,VOID
64,1:05,8:40,13:20,21:05,16:00,,,,6:00,10:00,15:40,10:40,20:35,,,,2018-08-02,2018-08-02,2018-08-02,2018-08-26,2018-08-27,2018-08-27,2018-08-27,2018-08-27,CAI,CDG,AMS,IAD,CDG,,,,CDG,AMS,IAD,CDG,CAI,,,,DL,DL,DL,DL,DL,,,,8623,9429,9384,8331,8622,,,
65,1:55,10:25,17:30,23:02,18:10,,,,6:00,14:11,19:11,13:25,21:40,,,,2018-12-23,2018-12-23,2019-01-12,2019-01-12,2019-01-13,2019-01-13,2019-01-13,2019-01-13,CAI,CDG,CVG,ATL,CDG,,,,CDG,CVG,ATL,CDG,CAI,,,,DL,DL,DL,DL,DL,,,,8623,229,1461,84,8622,,,
66,1:05,13:50,19:00,13:45,18:25,16:00,,,6:00,16:10,20:07,14:55,7:55,20:35,,,2018-06-25,2018-06-25,2018-06-25,2018-07-25,2018-07-25,2018-07-26,2018-07-26,2018-07-26,CAI,CDG,YYZ,YOW,YYZ,CDG,,,CDG,YYZ,YOW,YYZ,CDG,CAI,,,DL,DL,WS,WS,DL,DL,,,8623,8616,3476,3467,8617,8622,,
