DPTR_TM1,DPTR_TM2,DPTR_TM3,DPTR_TM4,DPTR_TM5,DPTR_TM6,DPTR_TM7,DPTR_TM8,ARRV_TM1,ARRV_TM2,ARRV_TM3,ARRV_TM4,ARRV_TM5,ARRV_TM6,ARRV_TM7,ARRV_TM8,FLT_DATE1,FLT_DATE2,FLT_DATE3,FLT_DATE4,FLT_DATE5,FLT_DATE6,FLT_DATE7,FLT_DATE8,ORAC1,ORAC2,ORAC3,ORAC4,ORAC5,ORAC6,ORAC7,ORAC8,DSTC1,DSTC2,DSTC3,DSTC4,DSTC5,DSTC6,DSTC7,DSTC8,NUM_CONNECTIONS,LAST_ARRIVAL,TOTAL_DUR_MIN,TOTAL_CONNECTION_TIME_MIN,MAX_CONNECTION_TIME_MINUTES,DEPARTURE_DOW,ARRIVAL_DOW,INCLUDE
1050,840,410,,,,,,450,900,495,,,,,,1/17/2019,1/7/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,950,5,7,TRUE
1050,840,410,,,,,,450,900,495,,,,,,1/17/2019,1/7/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,950,5,7,TRUE
1050,900,410,,,,,,450,960,495,,,,,,1/17/2019,1/4/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,890,5,7,TRUE
1050,900,410,,,,,,450,960,495,,,,,,1/17/2019,1/4/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,890,5,7,TRUE
1050,1020,410,,,,,,450,1080,495,,,,,,1/17/2019,1/12/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,770,5,7,TRUE
1050,1020,410,,,,,,450,1080,495,,,,,,1/17/2019,1/12/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,770,5,7,TRUE
1050,1140,410,,,,,,450,1200,495,,,,,,1/17/2019,1/5/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,690,5,7,TRUE
1050,1140,410,,,,,,450,1200,495,,,,,,1/17/2019,1/5/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,690,5,7,TRUE
1050,1260,410,,,,,,450,1320,495,,,,,,1/17/2019,1/5/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,810,5,7,TRUE
1050,1260,410,,,,,,450,1320,495,,,,,,1/17/2019,1/5/2019,1/18/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,495,2325,1340,810,5,7,TRUE
1050,420,1195,,,,,,450,485,1280,,,,,,1/17/2019,1/8/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2120,1410,5,7,TRUE
1050,420,1195,,,,,,450,485,1280,,,,,,1/17/2019,1/8/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2120,1410,5,7,TRUE
1050,1140,1195,,,,,,450,1200,1280,,,,,,1/17/2019,1/5/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2125,1435,5,7,TRUE
1050,1140,1195,,,,,,450,1200,1280,,,,,,1/17/2019,1/5/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2125,1435,5,7,TRUE
1050,1260,1195,,,,,,450,1320,1280,,,,,,1/17/2019,1/5/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2125,1315,5,7,TRUE
1050,1260,1195,,,,,,450,1320,1280,,,,,,1/17/2019,1/5/2019,1/7/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1280,3110,2125,1315,5,7,TRUE
1050,420,870,,,,,,450,485,960,,,,,,1/17/2019,1/8/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1795,1410,5,7,TRUE
1050,420,870,,,,,,450,485,960,,,,,,1/17/2019,1/8/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1795,1410,5,7,TRUE
1050,840,870,,,,,,450,900,960,,,,,,1/17/2019,1/7/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1410,5,7,TRUE
1050,840,870,,,,,,450,900,960,,,,,,1/17/2019,1/7/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1410,5,7,TRUE
1050,900,870,,,,,,450,960,960,,,,,,1/17/2019,1/4/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1350,5,7,TRUE
1050,900,870,,,,,,450,960,960,,,,,,1/17/2019,1/4/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1350,5,7,TRUE
1050,1020,870,,,,,,450,1080,960,,,,,,1/17/2019,1/12/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1230,5,7,TRUE
1050,1020,870,,,,,,450,1080,960,,,,,,1/17/2019,1/12/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1230,5,7,TRUE
1050,1140,870,,,,,,450,1200,960,,,,,,1/17/2019,1/5/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1110,5,7,TRUE
1050,1140,870,,,,,,450,1200,960,,,,,,1/17/2019,1/5/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,1110,5,7,TRUE
1050,1260,870,,,,,,450,1320,960,,,,,,1/17/2019,1/5/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,990,5,7,TRUE
1050,1260,870,,,,,,450,1320,960,,,,,,1/17/2019,1/5/2019,1/17/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,2790,1800,990,5,7,TRUE
1050,540,870,,,,,,450,605,960,,,,,,1/17/2019,1/7/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,355,265,5,6,TRUE
1050,540,870,,,,,,450,605,960,,,,,,1/17/2019,1/7/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,355,265,5,6,TRUE
1050,600,870,,,,,,450,665,960,,,,,,1/17/2019,1/2/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,355,205,5,6,TRUE
1050,600,870,,,,,,450,665,960,,,,,,1/17/2019,1/2/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,355,205,5,6,TRUE
1050,720,870,,,,,,450,780,960,,,,,,1/17/2019,1/8/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,360,270,5,6,TRUE
1050,720,870,,,,,,450,780,960,,,,,,1/17/2019,1/8/2019,11/3/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,960,1350,360,270,5,6,TRUE
1050,540,1065,,,,,,450,605,1150,,,,,,1/17/2019,1/7/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,550,460,5,6,TRUE
1050,540,1065,,,,,,450,605,1150,,,,,,1/17/2019,1/7/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,550,460,5,6,TRUE
1050,600,1065,,,,,,450,665,1150,,,,,,1/17/2019,1/2/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,550,400,5,6,TRUE
1050,600,1065,,,,,,450,665,1150,,,,,,1/17/2019,1/2/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,550,400,5,6,TRUE
1050,720,1065,,,,,,450,780,1150,,,,,,1/17/2019,1/8/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,285,5,6,TRUE
1050,720,1065,,,,,,450,780,1150,,,,,,1/17/2019,1/8/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,285,5,6,TRUE
1050,840,1065,,,,,,450,900,1150,,,,,,1/17/2019,1/7/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,390,5,6,TRUE
1050,840,1065,,,,,,450,900,1150,,,,,,1/17/2019,1/7/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,390,5,6,TRUE
1050,900,1065,,,,,,450,960,1150,,,,,,1/17/2019,1/4/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,450,5,6,TRUE
1050,900,1065,,,,,,450,960,1150,,,,,,1/17/2019,1/4/2019,11/17/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,1150,1540,555,450,5,6,TRUE
1050,420,580,,,,,,450,485,670,,,,,,1/17/2019,1/8/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1410,5,7,TRUE
1050,420,580,,,,,,450,485,670,,,,,,1/17/2019,1/8/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1410,5,7,TRUE
1050,540,580,,,,,,450,605,670,,,,,,1/17/2019,1/7/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1415,5,7,TRUE
1050,540,580,,,,,,450,605,670,,,,,,1/17/2019,1/7/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1415,5,7,TRUE
1050,600,580,,,,,,450,665,670,,,,,,1/17/2019,1/2/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1355,5,7,TRUE
1050,600,580,,,,,,450,665,670,,,,,,1/17/2019,1/2/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1505,1355,5,7,TRUE
1050,720,580,,,,,,450,780,670,,,,,,1/17/2019,1/8/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1240,5,7,TRUE
1050,720,580,,,,,,450,780,670,,,,,,1/17/2019,1/8/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1240,5,7,TRUE
1050,840,580,,,,,,450,900,670,,,,,,1/17/2019,1/7/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1120,5,7,TRUE
1050,840,580,,,,,,450,900,670,,,,,,1/17/2019,1/7/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1120,5,7,TRUE
1050,900,580,,,,,,450,960,670,,,,,,1/17/2019,1/4/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1060,5,7,TRUE
1050,900,580,,,,,,450,960,670,,,,,,1/17/2019,1/4/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,1060,5,7,TRUE
1050,1020,580,,,,,,450,1080,670,,,,,,1/17/2019,1/12/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,940,5,7,TRUE
1050,1020,580,,,,,,450,1080,670,,,,,,1/17/2019,1/12/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,940,5,7,TRUE
1050,1140,580,,,,,,450,1200,670,,,,,,1/17/2019,1/5/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,820,5,7,TRUE
1050,1140,580,,,,,,450,1200,670,,,,,,1/17/2019,1/5/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,820,5,7,TRUE
1050,1260,580,,,,,,450,1320,670,,,,,,1/17/2019,1/5/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,810,5,7,TRUE
1050,1260,580,,,,,,450,1320,670,,,,,,1/17/2019,1/5/2019,10/28/2018,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,670,2500,1510,810,5,7,TRUE
1050,420,720,,,,,,450,485,810,,,,,,1/17/2019,1/8/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1645,1410,5,7,TRUE
1050,420,720,,,,,,450,485,810,,,,,,1/17/2019,1/8/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1645,1410,5,7,TRUE
1050,720,720,,,,,,450,780,810,,,,,,1/17/2019,1/8/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1380,5,7,TRUE
1050,720,720,,,,,,450,780,810,,,,,,1/17/2019,1/8/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1380,5,7,TRUE
1050,840,720,,,,,,450,900,810,,,,,,1/17/2019,1/7/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1260,5,7,TRUE
1050,840,720,,,,,,450,900,810,,,,,,1/17/2019,1/7/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1260,5,7,TRUE
1050,900,720,,,,,,450,960,810,,,,,,1/17/2019,1/4/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1200,5,7,TRUE
1050,900,720,,,,,,450,960,810,,,,,,1/17/2019,1/4/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1200,5,7,TRUE
1050,1020,720,,,,,,450,1080,810,,,,,,1/17/2019,1/12/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1080,5,7,TRUE
1050,1020,720,,,,,,450,1080,810,,,,,,1/17/2019,1/12/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,1080,5,7,TRUE
1050,1140,720,,,,,,450,1200,810,,,,,,1/17/2019,1/5/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,960,5,7,TRUE
1050,1140,720,,,,,,450,1200,810,,,,,,1/17/2019,1/5/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,960,5,7,TRUE
1050,1260,720,,,,,,450,1320,810,,,,,,1/17/2019,1/5/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,840,5,7,TRUE
1050,1260,720,,,,,,450,1320,810,,,,,,1/17/2019,1/5/2019,1/14/2019,,,,,,JFK,MUC,FRA,,,,,,MUC,FRA,CDG,,,,,,2,810,2640,1650,840,5,7,TRUE
1380,245,885,,,,,,1225,485,1030,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,1030,2530,860,460,5,7,TRUE
640,245,885,,,,,,490,485,1030,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,1030,3270,1595,1195,5,7,TRUE
1380,245,585,,,,,,1225,485,730,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,730,2230,560,460,5,7,TRUE
640,245,585,,,,,,490,485,730,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,730,2970,1295,1195,5,7,TRUE
1380,245,1170,,,,,,1225,485,1320,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,1320,2820,1145,685,5,7,TRUE
640,245,1170,,,,,,490,485,1320,,,,,,11/4/2018,10/29/2018,10/28/2018,,,,,,JFK,DXB,KBP,,,,,,DXB,KBP,CDG,,,,,,2,1320,3560,1880,1195,5,7,TRUE
1080,420,,,,,,,480,515,,,,,,,1/14/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2315,1380,1380,5,7,TRUE
1080,420,,,,,,,480,515,,,,,,,1/14/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2315,1380,1380,5,7,TRUE
1080,420,,,,,,,480,515,,,,,,,1/14/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2315,1380,1380,5,7,TRUE
1080,420,,,,,,,480,515,,,,,,,1/14/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2315,1380,1380,5,7,TRUE
1245,420,,,,,,,640,515,,,,,,,1/18/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2150,1220,1220,5,7,TRUE
1245,420,,,,,,,640,515,,,,,,,1/18/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2150,1220,1220,5,7,TRUE
1245,420,,,,,,,640,515,,,,,,,1/18/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2150,1220,1220,5,7,TRUE
1073,420,,,,,,,465,515,,,,,,,1/1/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2322,1395,1395,5,7,TRUE
1073,420,,,,,,,465,515,,,,,,,1/1/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2322,1395,1395,5,7,TRUE
1073,420,,,,,,,465,515,,,,,,,1/1/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2322,1395,1395,5,7,TRUE
1073,420,,,,,,,465,515,,,,,,,1/1/2019,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2322,1395,1395,5,7,TRUE
1340,420,,,,,,,715,515,,,,,,,11/4/2018,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2055,1145,1145,5,7,TRUE
1255,420,,,,,,,650,515,,,,,,,11/4/2018,1/17/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,515,2140,1210,1210,5,7,TRUE
1080,1085,,,,,,,480,1175,,,,,,,1/14/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1535,605,605,5,6,TRUE
1080,1085,,,,,,,480,1175,,,,,,,1/14/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1535,605,605,5,6,TRUE
1080,1085,,,,,,,480,1175,,,,,,,1/14/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1535,605,605,5,6,TRUE
1080,1085,,,,,,,480,1175,,,,,,,1/14/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1535,605,605,5,6,TRUE
1245,1085,,,,,,,640,1175,,,,,,,1/18/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1370,445,445,5,6,TRUE
1245,1085,,,,,,,640,1175,,,,,,,1/18/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1370,445,445,5,6,TRUE
1245,1085,,,,,,,640,1175,,,,,,,1/18/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1370,445,445,5,6,TRUE
1073,1085,,,,,,,465,1175,,,,,,,1/1/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1542,620,620,5,6,TRUE
1073,1085,,,,,,,465,1175,,,,,,,1/1/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1542,620,620,5,6,TRUE
1073,1085,,,,,,,465,1175,,,,,,,1/1/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1542,620,620,5,6,TRUE
1073,1085,,,,,,,465,1175,,,,,,,1/1/2019,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1542,620,620,5,6,TRUE
1340,1085,,,,,,,715,1175,,,,,,,11/4/2018,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1275,370,370,5,6,TRUE
1255,1085,,,,,,,650,1175,,,,,,,11/4/2018,1/16/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1175,1360,435,435,5,6,TRUE
1080,670,,,,,,,480,760,,,,,,,1/14/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1120,190,190,5,6,TRUE
1080,670,,,,,,,480,760,,,,,,,1/14/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1120,190,190,5,6,TRUE
1080,670,,,,,,,480,760,,,,,,,1/14/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1120,190,190,5,6,TRUE
1080,670,,,,,,,480,760,,,,,,,1/14/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1120,190,190,5,6,TRUE
1073,670,,,,,,,465,760,,,,,,,1/1/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1127,205,205,5,6,TRUE
1073,670,,,,,,,465,760,,,,,,,1/1/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1127,205,205,5,6,TRUE
1073,670,,,,,,,465,760,,,,,,,1/1/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1127,205,205,5,6,TRUE
1073,670,,,,,,,465,760,,,,,,,1/1/2019,1/19/2019,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,760,1127,205,205,5,6,TRUE
1245,1060,,,,,,,640,1150,,,,,,,1/18/2019,9/1/2018,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1150,1345,420,420,5,6,TRUE
1245,1060,,,,,,,640,1150,,,,,,,1/18/2019,9/1/2018,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1150,1345,420,420,5,6,TRUE
1073,1060,,,,,,,465,1150,,,,,,,1/1/2019,9/1/2018,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1150,1517,595,595,5,6,TRUE
1073,1060,,,,,,,465,1150,,,,,,,1/1/2019,9/1/2018,,,,,,,JFK,MXP,,,,,,,MXP,CDG,,,,,,,1,1150,1517,595,595,5,6,TRUE
1135,955,660,,,,,,490,1060,730,,,,,,1/11/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2475,1505,1040,5,7,TRUE
1135,955,660,,,,,,490,1060,730,,,,,,1/11/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2475,1505,1040,5,7,TRUE
1135,955,660,,,,,,490,1060,730,,,,,,1/11/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2475,1505,1040,5,7,TRUE
1135,955,660,,,,,,490,1060,730,,,,,,1/11/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2475,1505,1040,5,7,TRUE
1040,955,660,,,,,,380,1060,730,,,,,,11/4/2018,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2570,1615,1040,5,7,TRUE
1040,955,660,,,,,,380,1060,730,,,,,,11/4/2018,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2570,1615,1040,5,7,TRUE
1040,955,660,,,,,,380,1060,730,,,,,,11/4/2018,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2570,1615,1040,5,7,TRUE
1040,955,660,,,,,,380,1060,730,,,,,,11/4/2018,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2570,1615,1040,5,7,TRUE
1265,955,660,,,,,,605,1060,730,,,,,,1/22/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2345,1390,1040,5,7,TRUE
1265,955,660,,,,,,605,1060,730,,,,,,1/22/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2345,1390,1040,5,7,TRUE
1265,955,660,,,,,,605,1060,730,,,,,,1/22/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2345,1390,1040,5,7,TRUE
1265,955,660,,,,,,605,1060,730,,,,,,1/22/2019,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2345,1390,1040,5,7,TRUE
1040,575,660,,,,,,380,680,730,,,,,,11/4/2018,10/30/2018,1/18/2019,,,,,,JFK,MAD,LYS,,,,,,MAD,LYS,CDG,,,,,,2,730,2570,1615,1420,5,7,TRUE
